FACILITY ID,WDID,FACILITY NAME,PROGRAM CATEGORY,Reclassification,COMMUNITY TYPE,FEDERAL FACILITY,GW ASSESSMENT,NPDES ASSESSMENT,WDR ASSESSMENT,CS ASSESSMENT
209332,#N/A,Bernardus Lodge,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
209339,#N/A,Berrendos CSD Treatment System,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209349,#N/A,Berryessa Pines WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
809957,#N/A,Besant Hill School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209389,#N/A,Betabel Valley RV Resort,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
209473,#N/A,Bieber STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209483,#N/A,Big Basin Woods Subdivision,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
259181,#N/A,Big Bear WWRF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209527,#N/A,Big Pine Indian RES WTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209528,#N/A,Big Pine STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
738791,#N/A,Big River Elementary School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209539,#N/A,Big Trees County Houses WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209595,#N/A,Bill/Kathy's WWTF,WDR,NR,n/a,FALSE,Yes,No,No,No
273163,#N/A,Biola WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209655,#N/A,Bishop Creek Camp Ground WTF,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
209662,#N/A,Bishop Sewage Treatment Plant,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209705,#N/A,Black Butte Lake Rec Area,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
209715,#N/A,Black Meadow Landing 00-075,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
209726,#N/A,Black Oak General Store,WDR,NR,n/a,FALSE,Yes,No,No,No
650635,#N/A,Blu-In RV Park,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209801,#N/A,Blue Lake City POTW,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209809,#N/A,Blue Mountain Center WWTP Ponds,WDR,NR,n/a,FALSE,Yes,No,No,No
209817,#N/A,Blue Oak Terrace Subdivision,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209836,#N/A,Bluffs Subdivision,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209847,#N/A,Blythe Regional WW Reclamation Facilities,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209923,#N/A,Bob's RV Roundup 97-500123,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
209949,#N/A,Bodega Bay Wastewater Reclamation Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
602220,#N/A,Bohemian Grove,WDR,NR,n/a,FALSE,Yes,No,No,No
209987,#N/A,Bolinas Community WWTP Pond System,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
792962,#N/A,Bolo Station RV Park,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
209999,#N/A,Bombay Beach STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210081,#N/A,Boron Rest Facility,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
210082,#N/A,Boron STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210088,#N/A,Borrego WD-Ram's Hill,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210116,#N/A,Boulder Creek Golf & Cntry Club WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210117,#N/A,Boulder Oaks Resort,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
246335,#N/A,Boulevard Cleveland National Forest KOA,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
831801,#N/A,Boy Scouts of America Camp Hi-Sierra,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
210156,#N/A,Boys Ranch WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
754707,#N/A,Branch Elementary,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
890016,#N/A,Brandon Residence OWTS,WDR,PR,COMMUNITY,FALSE,Yes,No,No,No
210244,#N/A,Brandy Creek Recreational Area,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
210365,#N/A,Bridgeport PUD Treatment Plant,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
657851,#N/A,Bridgeville Retreat Center,WDR,NR,n/a,FALSE,Yes,No,No,No
211967,#N/A,Briggs Elementary School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210541,#N/A,Brookside MHP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210616,#N/A,Bruzzone Septic System,WDR,PR,COMMUNITY,FALSE,Yes,No,No,No
210650,#N/A,Buckeye WWTF,WDR,Federal: Residential or mixed,COMMUNITY,TRUE,Yes,No,Yes,No
730465,#N/A,Buckman Springs Safety Roadside Rest Area,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
210656,#N/A,Bucks Creek Sewer Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210658,#N/A,Bucks Lake Meadows Subdivision,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210659,#N/A,Bucks Lake Sewer Facilities,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210685,#N/A,Buellton WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210707,#N/A,Buena Vista Migrant Labor Camp/Tierra Alta Apartments,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210829,#N/A,Burger King/Texaco Leachfield,WDR,NR,n/a,FALSE,Yes,No,No,No
210854,#N/A,Burney STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210925,#N/A,Butte CSA 21 Skansen Ponds and Rocky Bluffs,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210913,#N/A,Butte College WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
258685,#N/A,Butte County CSA No 82 Stirling City,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
629068,#N/A,Button Shell Beach/Fox Landing,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
836454,#N/A,Buttonwillow Safety Roadside Rest Area,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
273164,#N/A,Buttonwillow WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
210972,#N/A,Byron Sanitary District WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212321,#N/A,C.V. Kane Safety Roadside Rest,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
213156,#N/A,CAPPY CULVER ELEMENTARY SCHOOL Onsite WW Treatment System,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213580,#N/A,"CCC @ Susanville, CSP-LC WTF",WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213592,#N/A,CDC CCWF & VSP WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213596,#N/A,CDC Pelican Bay Prison WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
241842,#N/A,CDCR - Mule Creek State Prison WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213599,#N/A,CDF Alder Conservation Camp,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214008,#N/A,CDF Chamberlain Creek Conservation Camp,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213601,#N/A,CDF High Rock Camp,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213604,#N/A,CDF Parlin Fork Conservation Camp,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213611,#N/A,CDF Trinity River Conservation Camp STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
833707,#N/A,CDOT Collier Tunnel Rest Area,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
213700,#N/A,CDOT Maintenance Station Bodega Bay,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
801615,#N/A,CDOT Randolf Collier Rest Area,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
751573,#N/A,"CDOT Trinidad Safety Roadside Rest Area, Northbound (RV Dump)",WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
736939,#N/A,CDOT Weed Rest Area; Weed Northbound I-5 Roadside Rest Area,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
647081,#N/A,CDPR Point Cabrillo Lighthouse,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
776914,#N/A,CDPR Prairie Creek Redwoods (WDR),WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213771,#N/A,CDPR Salt Point State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213774,#N/A,CDPR Van Damme State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
259185,#N/A,CIM WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216283,#N/A,CSA 15 - STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216284,#N/A,CSA 3-Lake Camanche WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
237113,#N/A,CSA 44-Zone G (Linne),WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216445,#N/A,CVWD Improv Dist #58,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216322,#N/A,CWMS WWTP (at Markham Vineyards),WDR,NR,n/a,FALSE,Yes,No,No,No
212430,#N/A,Cabana Holiday MHP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212455,#N/A,Cachuma Lake Recreation Area WWTP,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
869544,#N/A,Cal Fire- CZU Soquel Fire Station,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
213600,#N/A,CalFire Deadwood Conservation Camp STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212568,#N/A,Calaveras Big Trees State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213002,#N/A,Calaveras Timber Trails WWTF & Disposal Facility,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212603,#N/A,Calico Ghost Town REC Fac WTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212648,#N/A,California City WTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273144,#N/A,California Hot Springs Water Co WWTF,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
212397,#N/A,California Pines CSD,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212424,#N/A,California Utilities,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212741,#N/A,Calipatria State Prison,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212751,#N/A,Calizona RV Park 97-500159,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
212776,#N/A,Calpella CWD WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212847,#N/A,Camanche North Shore WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212853,#N/A,Camanche South Shore WWTP,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212858,#N/A,Cambria CSD WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
212899,#N/A,Camino Heights WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216797,#N/A,Camp Arroyo at Del Valle R.P.,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
781144,#N/A,"Camp Chawanakee, Boy Scouts of America",WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212924,#N/A,Camp Connell Maintenance Station,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
212929,#N/A,Camp Far West Res North Side,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212930,#N/A,Camp Far West Res South Side,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
786586,#N/A,Camp Hess Kramer,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
737529,#N/A,Camp Mather,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212948,#N/A,Camp Oljato,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212962,#N/A,Camp Roberts Main (West) Garrison WWTP,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
212964,#N/A,Camp Royaneh,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212969,#N/A,Camp Sierra WWTF,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
212973,#N/A,Camp Sugar Pine,WDR,NR,n/a,FALSE,Yes,No,No,No
652610,#N/A,Camp Trask,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213001,#N/A,Camper's Inn RV Park,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
858639,#N/A,Camps Kilpatrick Packaged WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213029,#N/A,Canada Woods Reclamation Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213037,#N/A,Canby Ranger Station,WDR,Federal: Non-residential,COMMUNITY,TRUE,Yes,No,No,No
213063,#N/A,Canon Del Sol Onsite WW Treatment System,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
213080,#N/A,Cantua Farms Employee Housing,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216862,#N/A,Canyon Country Mobile Home (Septic system),WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213089,#N/A,Canyon Crest,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273145,#N/A,Canyon Fork WWTF,WDR,NR,n/a,FALSE,Yes,No,No,No
213129,#N/A,Capell Valley Estates,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213154,#N/A,Caples Lake Maint Station,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
213270,#N/A,Carlsbad WRF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213294,#N/A,Carmel Valley Ranch WWTP (Producer),WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
261877,#N/A,Carpenter Squab Ranch,WDR,NR,n/a,FALSE,Yes,No,No,No
213346,#N/A,Carrera Septic System,WDR,PR,COMMUNITY,FALSE,Yes,No,No,No
726877,#N/A,Caruthers WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213404,#N/A,Casa De Amigos MHP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213409,#N/A,Casa Del Rey HA,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
721549,#N/A,Cascade MHP WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213456,#N/A,Casini Ranch Family Campground,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213470,#N/A,Caspar South Water District,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213494,#N/A,Castle City MHP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213495,#N/A,Castle Crags State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
213535,#N/A,Cate School WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213785,#N/A,Cedar Creek MHP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
213791,#N/A,Cedar Grove WWTF,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
213792,#N/A,Cedar Lodge WWTF,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
213947,#N/A,Ceres WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214327,#N/A,Chico Mobile Country Club WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273157,#N/A,Children's Hospital WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
256981,#N/A,China Peak Ski Area WWTF,WDR,NR,n/a,FALSE,Yes,No,No,No
273106,#N/A,Chowchilla WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
241305,#N/A,Chualar Wastewater Treatment Plant,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214478,#N/A,Chuckawalla Corr Fac,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
650910,#N/A,Church Street WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214541,#N/A,Cinnabar Hills Golf Club WWTP,WDR,NR,n/a,FALSE,Yes,No,No,No
214559,#N/A,Circle Oaks WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
209551,#N/A,City of Biggs WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214650,#N/A,City of Loyalton and Grandi Ranch WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
244250,#N/A,City of Newman Wastewater Treatment Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
247782,#N/A,City of Patterson WQCF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
255678,#N/A,City of Santa Maria WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
872487,#N/A,City of Tulare Wastewater Treatment Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214671,#N/A,City of Wheatland WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
849194,#N/A,Civita Water Reclamation Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214777,#N/A,Clayton Palms Community,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214795,#N/A,Clear Creek Mobile Estates,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
217920,#N/A,Clear Creek Outdoor Education Center,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214812,#N/A,Clearlake Oaks Co WTR Dis WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214873,#N/A,Clover Creek WWTF,WDR,Federal: Residential/transient,TRANSIENT,TRUE,Yes,No,Yes,No
214957,#N/A,Coalinga State Hospital WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273107,#N/A,Coalinga WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
214984,#N/A,Coalinga-Avenal SRRA,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
273146,#N/A,Coit Ginning Company WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215086,#N/A,Cold Springs Mobile Manor,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215141,#N/A,"College of the Redwoods, POTW",WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215073,#N/A,Colonel Allensworth State Historic Park,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
841495,#N/A,Colony Oak K-8 School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
201946,#N/A,Conejo Mountain Memorial Park,WDR,NR,n/a,FALSE,Yes,No,No,No
215515,#N/A,"Consolidated Tribal Health Project, Inc.",WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
873489,#N/A,Contra Costa Logistics Center - Building 4,WDR,NR,n/a,FALSE,Yes,No,No,No
215611,#N/A,Convict Lake Campground WTF,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
215637,#N/A,Cool Village WWTF,WDR,NR,n/a,FALSE,Yes,No,No,No
215674,#N/A,Copper Mountain College,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215698,#N/A,Corcoran State Prison WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273108,#N/A,Corcoran WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
259173,#N/A,Corona WWRF #2,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215838,#N/A,Coso Junction Roadside Rest,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
215859,#N/A,Costanoa Lodge and Camp,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
741102,#N/A,Cosumnes River Elementary School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215910,#N/A,Coulterville WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215915,#N/A,Country Club Estates – SLO Co CSA-18,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
215918,#N/A,Country Creek RV Resort,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
216287,#N/A,County Service Area (CSA) 44 Zone E (Castello),WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
240562,#N/A,Coyote Valley RV Park WWTP,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
259187,#N/A,Creekside MHP WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
744627,#N/A,Creekside RV Park,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216087,#N/A,Creekside Subdivision,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
251660,#N/A,Creekside Village,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216135,#N/A,Crestline SD Three WTF's,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
813804,#N/A,Crestview Maintenance Station Wash Rock,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
216157,#N/A,Crocker Mountain Estates STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216208,#N/A,"Crowley Lake Fish Camp, Inc.",WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
629578,#N/A,Crown Business Center,WDR,NR,n/a,FALSE,Yes,No,No,No
216428,#N/A,Cuyama CSD WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
216432,#N/A,Cuyamaca Rancho State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
216491,#N/A,Cypress Ridge Sewer Facility,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
218967,#N/A,D-Q University WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
218975,#N/A,D.L. Bliss State Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
219280,#N/A,"DDJC, Tracy - WWTP, Stormwater",WDR,Federal: Non-residential,COMMUNITY,TRUE,Yes,No,No,No
220454,#N/A,DOMESTIC WASTEWATER T&DFs,WDR,NR,n/a,FALSE,Yes,No,No,No
220928,#N/A,DVNM HDQ Furnace Creek WWTF,WDR,Federal: Recreational,COMMUNITY,TRUE,Yes,No,No,No
851459,#N/A,Dana Hills High School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219169,#N/A,Davenport WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219219,#N/A,Davis Migrant Center WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219249,#N/A,Days End RV Park,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
219356,#N/A,Deanza Sprgs Cmpgrd 97-50001,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
219395,#N/A,Deer Creek RV Park,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
236755,#N/A,Deer Meadow Leachfield,WDR,NR,n/a,FALSE,Yes,No,No,No
273167,#N/A,Del Rey WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219497,#N/A,Del Rio CSD WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
602499,#N/A,Del Rio East HOA WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219502,#N/A,Del Valle Regional Park WWTP,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
273109,#N/A,Delano WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219515,#N/A,Delft Colony WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273168,#N/A,Delhi WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219551,#N/A,Delta Conservation Camp,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219630,#N/A,Descanso Detention Water PCF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
735798,#N/A,Descanso Maintenance Station,WDR,NR,n/a,FALSE,Yes,No,No,No
219649,#N/A,Desert Crest WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
707420,#N/A,Desert Knoll Inc.,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219661,#N/A,Desert Lake CSD WTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219664,#N/A,Desert Oasis Safety Rdside RES,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
219667,#N/A,Desert Pools RV RST 97-50077,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
219668,#N/A,Desert Riviera MH&RV 97-50070,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219669,#N/A,Desert Sands RV Park 97-500140,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
219673,#N/A,Desert Springs RV Park,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
649866,#N/A,Desert Vista Village Wastewater Treatment and Disposal Systems,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
219693,#N/A,Destiny Mcintyre RV,WDR,RV,TRANSIENT,FALSE,Yes,No,Yes,No
219737,#N/A,Devils Garden Conservation Camp,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220271,#N/A,Dingerville USA,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273110,#N/A,Dinuba WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220279,#N/A,"Diocese of San Joaquin, Episcopal Conference Center Oakhurst (ECCO)",WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220363,#N/A,Division Creek Roadside Rest,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
220385,#N/A,Dixon Migrant Center WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220396,#N/A,Dixon WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220429,#N/A,Dodge Ridge Resort WWTF,WDR,RT,TRANSIENT,FALSE,Yes,No,Yes,No
220494,#N/A,Don Pedro Houseboats/Mini Mart,WDR,NR,n/a,FALSE,Yes,No,No,No
220495,#N/A,Don Pedro Sewer Zone 1,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220569,#N/A,Dorothea Lange Elementary Onsite WW Treatment System,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220567,#N/A,Dorris City STP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
273111,#N/A,Dos Palos WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220570,#N/A,Dos Picos County Park,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
220618,#N/A,Douglas Flat/Vallecito WWTP,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220804,#N/A,Duffy's Myrtledale WW Ponds,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220824,#N/A,Duncans Mills Campground,WDR,RE,TRANSIENT,FALSE,Yes,No,No,No
220836,#N/A,Dunn School,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
220841,#N/A,Dunnigan Roadside Rest WWTF,WDR,DU,COMMUNITY,FALSE,Yes,No,No,No
220844,#N/A,Dunnigan WWTF,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
875677,#N/A,Durden Property 0 Lucy Brown Lane,WDR,PR,COMMUNITY,FALSE,Yes,No,No,No
874864,#N/A,Durden Residence OWTS,WDR,PR,COMMUNITY,FALSE,Yes,No,No,No
221757,#N/A,E-Z Golden State Truck Stop,WDR,NR,n/a,FALSE,Yes,No,No,No
221758,#N/A,E-Z Livin' Mobile Home Park,WDR,i,COMMUNITY,FALSE,Yes,No,Yes,No
