"Region","Wdid","Status","Last.Updated.On","CS.Type","SSOq.Population.Served","SSOq.Annual.O.M.Budget","SSOq.Annual.Cap.Exp.Budget","SSOq.Entry.Individuals","SSOq.Journey.Individuals","SSOq.Super.Individuals","SSOq.Manage.Individuals","SSOq.Grade.I.Maint","SSOq.Grade.I.Plant","SSOq.Grade.II.Maint","SSOq.Grade.II.Ei","SSOq.Grade.II.Mechanical","SSOq.Grade.III.Maint","SSOq.Grade.III.Ei","SSOq.Grade.III.Mechanical","SSOq.Grade.IV.Maint","SSOq.Grade.IV.Ei","SSOq.Grade.IV.Mechanical","SSOQ_CSU_I","SSOQ_CSU_II","SSOQ_PIPE_6_GRAVITY","SSOQ_PIPE_6_FORCE","SSOQ_PIPE_8_GRAVITY","SSOQ_PIPE_8_FORCE","SSOQ_PIPE_9_18_GRAVITY","SSOQ_PIPE_9_18_FORCE","SSOQ_PIPE_19_36_GRAVITY","SSOQ_PIPE_19_36_FORCE","SSOQ_PIPE_36_GRAVITY","SSOQ_PIPE_36_FORCE","SSOQ_PIPE_UNKNOWN_GRAVITY","SSOQ_PIPE_UNKNOWN_FORCE","SSOQ_PIPE_TOTAL_GRAVITY","SSOQ_PIPE_TOTAL_FORCE","SSOQ_MILES_OF_FORCE_MAIN","SSOQ_MILES_OF_GRAVITY_SEWER","SSOQ_MILES_OF_LATERALS","SSOQ_PORTION_OF_LTERL_RESPSBLE","SSOQ_MILES_OF_LTERL_RESPSBLE","SSOQ_NO_SERVICE_LATERAL","SSOQ_UNKNOWN_GRAVITY","SSOQ_UNKNOWN_OVER","SSOQ_UNKNOWN_UNDER","SSOQ_CONSTRUCTED_BEFORE_1900","SSOQ_BEFORE_1900_OVER","SSOQ_BEFORE_1900_UNDER","SSOQ_CONSTRUCTED_1900_1919","SSOQ_1900_1919_OVER","SSOQ_1900_1919_UNDER","SSOQ_CONSTRUCTED_1920_1939","SSOQ_1920_1939_OVER","SSOQ_1920_1939_UNDER","SSOQ_CONSTRUCTED_1940_1959","SSOQ_1940_1959_OVER","SSOQ_1940_1959_UNDER","SSOQ_CONSTRUCTED_1960_1979","SSOQ_1960_1979_OVER","SSOQ_1960_1979_UNDER","SSOQ_CONSTRUCTED_1980_1999","SSOQ_1980_1999_OVER","SSOQ_1980_1999_UNDER","SSOQ_CONSTRUCTED_2000_CURRENT","SSOQ_AFTER_2000_OVER","SSOQ_AFTER_2000_UNDER","SSOQ_TOTAL_GRAVITY","SSOQ_TOTAL_OVER","SSOQ_TOTAL_UNDER","SSOQ_INACCESSIBLE_SEWER_MILES","SSOQ_SEWER_CLEAN_PRODUCTION","SSOQ_GRAVITY_SEWER_INSPECTION","SSOQ_SSF_AVERAGE_DRY","SSOQ_SSF_PEAK_WET","SSOQ_TO_TYPE_1","SSOQ_TO_NAME_1","SSOQ_TO_WDID_1","SSOQ_26_COUNT","SSOQ_TRIBUTARY_SSS","SSOQ_TRIBUTARY_1","SSOQ_TRIBUTARY_NAME_1","SSOQ_TRIBUTARY_WDID_1","SSOQ_27B_COUNT","SSOQ_GRAVITY_AERIAL_CROSS","SSOQ_FORCE_AERIAL_CROSS","SSOQ_SIPHONS_CONVEY_SEWAGE","X"
"2","2SSO18096","Active","07/03/2023","Other","20","50,000","50,000","0",2,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"43","2","19","0","27","0","0","0","0","0","11","0",100,0,"0.2","5","2","upperLower","2","165","0","0","0","0","0","0","11","0","0","12","0","0","37","0","1","13","0","1","25","0","0","2","0",0,100,0,2,"0","0","0","0.004","0.23","WWTP other agency","Sonoma County Water Agency",NA,1,"No"," "," "," ",0,2,0,0,NA
"2","2SSO18100","Active","03/06/2023","School","530","114,500","2,500","0",0.8,"1","1.35","0","0","0","0","0","0","0","0","0","0","0",0,0,"88","0","10","0","0","0","0","0","0","0","2","0",100,0,"0.06","2.4","1.7","upperLower","1.7","50","2","0","0","4","0","0","8","0","0","0","0","0","28","0","1","33","0","0","25","0","0","0","0",0,100,0,1,"0","0.3","0.5","0.019","0.545","SSS other agency","Richmond City CS","2SSO10170",2,"No"," "," "," ",0,0,0,0,NA
"2","2SSO18101","Active","03/07/2023","School","2,700","80,000","0","0",0.5,"0.5","0.5","0","0","0","0","0","0","0","0","0","0","0",0,0,"75","0","15","0","10","0","0","0","0","0","0","0",100,0,"0","1.7","1.5","upperLower","1.5","76","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","40","0","0","58","0",0,100,0,0,"0","1","1",".135",".263","SSS other agency","Albany City CS","2SSO10088",2,"No","No"," "," ",1,1,0,1,NA
"2","2SSO18102","Active","05/15/2023","Municipal (Public)","11,000","0","600,000","2",3,"1","1","1","0","2","0","0","3","0","0","1","0","0",0,0,"53","0","47","0","0","0","0","0","0","0","0","0",100,0,"0","26","25","lower","12","3300","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","35","0","0","60","0","0","5","0",0,100,0,0,"0","0","0","0.7","1.0","SSS other agency","City of Concord","na",1,"No"," "," "," ",0,1,0,0,NA
"2","2SSO18110","Active","10/20/2022","Municipal (Public)","1,825","1,076,750","940,000","0",0.56,"0.06","0.05","0","0","0.03","0","0","0.02","0","0","0.03","0","0",0.02,0,"47","59","31","11","12","30","0","0","0","0","10","0",100,100,"2.92","10.804","3.65","upperLower","3.65","164","0","1","0","0","0","0","0","0","0","0","0","0","70","24","0","25","0","0","5","0","0","0","0",0,100,25,0,"0","1.13","1.13","0.22","1.20","WWTP same agency","TIP WWTP","386013001",1,"No"," "," "," ",0,0,1,0,NA
"2","2SSO18111","Active","06/07/2023","Municipal (Public)","100","70,000","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","100","0","0","0","0","0","0","0","0","0","0",100,100,"1.6","0","0","none","0","53","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0",0,100,0,0,"0","0","1","14,640","15,000","SSS same agency","Marshall Community Wastewater Facility","2SS018111",1,"No"," "," "," ",0,0,0,0,NA
"2","2SSO18112","Active","06/28/2022","Municipal (Public)","600","200,000","122,000","2",20,"2","4","15","0","00","0","00","2","0","0","0","0","0",0,0,"25","100","75","0","0","0","0","0","0","0","0","0",100,100,"0.8","5.3","0","none","0","190","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","1","85","0","0","10","0",0,100,0,1,"0","0","0",".25",".4","SSS other agency","City of Pleasanton","2SSO10167",1,"No"," "," "," ",0,0,1,0,NA
"2","2SSO18113","Active","08/28/2019","Park (Day Use)","400","12,000","10,000","1",2,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"100","100","0","0","0","0","0","0","0","0","0","0",100,0,"0.75","0.10","0.01","upperLower","0.01","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","5","0","0","0","0","0",0,100,0,5,"0.50","0.75","0.75",".0015",".0015","SSS other agency","City and County of San Francisco","N/A",1,"No"," "," "," ",0,0,0,0,NA
"3","3SSO10222","Active","04/14/2023","Municipal (Public)","16,000","1,135,000","4,756,430","4",2,"1","1","1","0","1","0","0","1","0","0","0","0","0",2,0,"1","83","85","0","14","17","0","0","0","0","0","0",100,100,"6","61","44","none","0","5577","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","70","2","0","22","2","3","7","2",3,100,6,6,"1","15","1","1.4","4.5","WWTP same agency","City of Atascadero","3400100001",1,"No"," "," "," ",0,5,2,1,NA
"3","3SSO10223","Active","02/07/2023","Municipal (Public)","600","100,000","35,000","0",6,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"50","100","40","0","10","0","0","0","0","0","0","0",100,100,"2.6","3","1.5","none","0","200","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100","0","1","0","0","0","0","0",0,100,0,1,"0.2","3","0","0.047474","0.095917","WWTP same agency","Avila Beach CSD","3 400112001",1,"No"," "," "," ",0,0,1,0,NA
"3","3SSO10225","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"3","3SSO10226","Active","06/16/2023","Municipal (Public)","200","152,732","15,000","1",6,"1","2","0","0","0","0","0","0","0","0","0","0","0",0,0,"0","100","100","0","0","0","0","0","0","0","0","0",100,100,"0.4","0.7","0","upperLower","0.7","59","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","65","0","1","35","0","3","0","0",0,100,0,4,"0.2","0","0","0.016","0.032","WWTP same agency","San Lorenzo Valley Water District","3SSO10226",1,"No"," "," "," ",0,0,2,0,NA
"3","3SSO10228","Active","05/30/2023","Park (w/Campground)","3,000","0","0","0",5,"100","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"90","100","10","0","0","0","0","0","0","0","0","0",100,100,"0.3","5","1.5","upperLower","1.5","200","0","0","0","0","0","0","0","0","0","25","0","0","20","0","0","40","0","2","15","0","0","0","0",0,100,0,2,"2","0","0","20,000","35,000","WWTP same agency","Big Basin State Park","3 440116553",1,"No"," "," "," ",0,3,1,0,NA
"3","3SSO10231","Active","07/03/2023","Municipal (Public)","5,453","1,863,730","850,000","0",2,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"10","100","75","0","15","0","0","0","0","0","0","0",100,100,"0.1","20","5","none","0","1500","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","0","23","0","0","27","0",3,100,0,3,"0.5","0","0","0.507","0.507","WWTP same agency","Buellton WWTP","3-420100001",1,"No"," "," "," ",0,1,0,0,NA
"3","3SSO10233","Active","04/09/2023","Park (w/Campground)","1,000","50,000","100,000","0",3,"1","1","1","0","1","0","0","1","0","0","0","0","0",2,2,"95","0","0","0","5","0","0","0","0","0","0","0",100,0,"0.5","1.5","0.2","upperLower","0.2","125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95","0","2","0","0","0","5","0",1,100,0,3,"0.1","1.0","0.5",".010",".035","WWTP same agency","Cachuma Sanitation","98-10",1,"No"," "," "," ",0,0,0,0,NA
"3","3SSO10235","Active","08/22/2022","School","25,500","146,600","332,500","0",8,"4","3","0","0","0","0","0","0","0","0","0","0","0",0,0,"49","100","17","0","34","0","0","0","0","0","0","0",100,100,"1.4","15.1","14.5","upperLower","14.5","300","0","0","0","0","0","0","0","0","0","2","0","0","21","0","0","30","0","1","17","0","4","30","0",1,100,0,6,"0","6.5","1","0.458","1.6","WWTP other agency","City of San Luis Obispo","0",1,"No"," "," "," ",0,2,1,2,NA
"3","3SSO10236","Active","06/06/2023","Prison","13,500","20,000","100,000","0",8,"4","1","0","0","1","0","0","5","0","0","2","0","0",0,0,"5","0","20","0","25","0","50","0","0","0","0","0",100,0,"0","9","4.5","upperLower","4.5","6","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","20","0","0","5","0","0","50","0",0,100,0,0,"1","1.5","1",".9","5.2","WWTP same agency","California Mens colony (CMC)","3SSO10236",1,"No","No"," "," ",5,2,0,0,NA
"3","3SSO10238","Historical","","","","","","",NA,"","","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","",NA,NA,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","",NA,NA,NA,NA,"","","","","","","","",0,"","","","",0,NA,NA,NA,NA
"3","3SSO10239","Active","08/03/2023","Municipal (Public)","12,000","99,500","110,000","0",6,"1","1","1","1","2","0","0","1","0","0","0","0","1",2,0,"0","80","90","0","6","20","4","0","0","0","0","0",100,100,"3","66","50","none","0","3881","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","7","3","2","0","0","0","0",0,100,7,3,"5","15.2","1.3",".450","1.5","WWTP same agency","Cambria","3SSO10239",1,"No"," "," "," ",0,1,0,1,NA
"3","3SSO10244","Active","11/15/2022","Municipal (Public)","11,000","2,463,802","6,430,000","1",2,"2","1","2","3","1","1","1","1","0","0","2","0","0",5,5,"80","98","12","2","6","0","2","0","0","0","0","0",100,100,"4","82","61","none","0","6500","0","0","0","0","0","0","10","0","0","50","0","0","30","0","2","8","0","4","1","0","0","1","0",1,100,0,7,"1","111","26","1","3.5","WWTP same agency","Carmel Area Waste water District","3SSO10244",1,"No"," "," "," ",0,3,2,0,NA
"3","3SSO10245","Active","01/13/2023","Municipal (Public)","13,330","6,981,153","7,257,000","2",22,"2","2","2","0","1","0","2","0","0","0","3","0","1",0,0,"17","11","54","9","28","80","1","0","0","0","0","0",100,100,"4.0","45.1","46.5","lower","23","6683","0","0","0","0","0","0","0","0","0","12","1","0","11","0","0","48","0","1","23","0","2","6","0",5,100,1,8,"0","22.96","15.3","1.08","1.2","WWTP same agency","Carpinteria Sanitary District","3SSO10245",1,"No"," "," "," ",0,7,3,3,NA
"3","3SSO10248","Historical","06/01/2023","Municipal (Public)","8,440","1,120,000","750,000","1",5,"1","1","2","2","1","0","0","0","0","0","0","0","0",3,0,"32","100","41","0","16","0","11","0","0","0","0","0",100,100,"1.3","21","11","none","0","1905","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","60","2","1","40","1",1,100,3,2,"1","1","0",".945","1.3","SSS same agency","City of Gonzales","3SSO10248",1,"No"," "," "," ",0,0,0,0,NA
"3","3SSO10249","Active","06/03/2022","Municipal (Public)","12,701","1,114,166","1,845,000","1",6,"1","1","2","3","2","1","0","1","0","0","0","0","0",0,0,"5","100","70","0","10","0","10","0","5","0","0","0",100,100,"1","51","26","none","0","4545","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","0","5","0","3","5","0",0,100,0,3,"0.5","25","25","1.2","3.7","WWTP other agency","South San Luis Obispo Sanitary District","Unknown",1,"Yes","No","Private, unnamed","Unknown",1,0,1,0,NA
"3","3SSO10250","Active","11/15/2022","Municipal (Public)","8,546","206,590","1,200,000","1",1,"1","0.2","0","0","0","0","0","0","0","0","0","0","0",0,0,"15","100","0","0","85","0","0","0","0","0","0","0",100,100,"0.3","14.1","15","upperLower","15","2000","0","0","0","0","0","0","0","0","0","0","0","0","30","2","0","0","0","0","50","0","1","20","1",0,100,3,1,"0","3","0.6","0.9","1.0","WWTP same agency","city of guadalupe","R3-2005-0015",1,"No"," "," "," ",0,0,0,2,NA
"3","3SSO10252","Active","03/17/2023","Municipal (Public)","62,956","3,924,254","600,000","3",14,"2","1","3","1","10","0","3","4","0","0","1","0","0",2,2,"65","96","12","4","17","0","4","0","2","0","0","0",100,100,"5.3","160","227","none","0","15130","0","0","0","0","0","0","1","0","0","12","0","0","12","0","0","45","0","8","23","0","7","7","0",5,100,0,20,"5","140","1.7","5.4","33","WWTP same agency","Santa Cruz City WWTF","ukn",1,"No"," "," "," ",0,2,1,6,NA
"3","3SSO10254","Active","08/17/2022","Municipal (Public)","8,125","625,000","625,000","1",2,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"23","100","64","0","13","0","0","0","0","0","0","0",100,100,"1","18","6.6","lower","6.6","2076","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","90","0","1","5","0","0","5","0",0,100,0,1,"0.25","16","1",".616",".77","WWTP other agency","sslocsd","3SSO10337",1,"No"," "," "," ",0,1,1,0,NA
"3","3SSO10255","Active","06/17/2022","Municipal (Public)","17,963","913,785","328,117","2",6,"1","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"23","53","63","47","14","0","0","0","0","0","0","0",100,100,"1.2","72","21","none","0","6440","0","0","0","0","0","0","0","0","0","5","0","0","15","0","0","20","0","2","5","0","1","55","1",1,100,1,4,"2","5","1","1.31","2.5","WWTP other agency","South San Luis Obispo County Sanitation District","n/a",1,"Yes","No","Sunrise Terrace Mobile Home Park","N/A",1,5,0,1,NA
"3","3SSO10256","Active","12/20/2022","Municipal (Public)","1,400","1,080,402","233,059","4",6,"2","2","0","0","1","0","0","0","0","0","0","0","0",1,0,"100","0","0","0","0","0","0","0","0","0","0","0",100,0,"5","10","3","none","0","439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","53","0","0","1","0",0,100,0,0,"0.4","0","0","0.0495","0.2000","SSS same agency","SLO Country Club blending pond","3SSO10256",1,"No"," "," "," ",0,0,0,0,NA
"3","3SSO10257","Active","05/02/2023","Municipal (Public)","158","52,740","0","0",3,"1","2","0","0","0","0","0","3","0","0","1","0","0",0,0,"0","0","100","0","0","0","0","0","0","0","0","0",100,0,"0.8","1.5","0.5","none","0","66","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","46","0","0","53","0","0","1","0",0,100,0,0,"0.1","0","0","0","0","WWTP other agency","Nipomo Community Service District","10257",1,"No"," "," "," ",0,0,0,0,NA
"3","3SSO10259","Active","05/02/2023","Municipal (Public)","150","146,515","0","0",3,"1","2","0","0","0","0","0","3","0","0","2","0","0",0,0,"20","0","80","0","0","0","0","0","0","0","0","0",100,0,"0","0.8","0.2","lower","0.2","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25","0","0","0","0","0","75","0",0,100,0,0,"0","0.8","0.1","59,044","61,997","WWTP other agency","CMC WWTP","CA00478756",1,"No"," "," "," ",0,3,0,0,NA
"3","3SSO10260","Active","03/01/2023","Municipal (Public)","2,520","100,000","50,000","0",0,"0","1","0","0","0","0","0","0","0","0","0","0","0",0,0,"26","100","73","0","1","0","0","0","0","0","0","0",100,100,"0.4","13.2","7","none","0","804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98","0","2","2","0",0,100,0,2,"4","6.6","5.2","0.13","0.26","SSS other agency","City of Santa Barbara","N/A",1,"No"," "," "," ",0,1,1,0,NA
"3","3SSO10261","Active","09/14/2022","School","6,500","3,400,000","100,000","3",1,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"25","0","75","0","0","0","0","0","0","0","0","0",100,0,"0","1.5","1.0","upperLower","1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75","0","0","15","0","0","10","0",0,100,0,0,"0","0.3","0.3",".01",".01","WWTP other agency","California Dept of Corrections","unk",1,"No"," "," "," ",0,1,0,0,NA
